product_id,product_name,category,sub_category,brand,price,cost_price,launch_date,is_active
P-12980,Product_12980,Fashion,Kids,Brand_37,10503.99,6612.27,2024-09-23,Y
P-12981,Product_12981,Electronics,Accessories,Brand_100,27298.71,18352.47,2023-02-12,Y
P-12982,Product_12982,Home,Furniture,Brand_5,36765.47,22837.85,2024-04-15,Y
P-12983,Product_12983,Fashion,Kids,Brand_80,12841.91,8693.42,2022-01-26,N
P-12984,Product_12984,Electronics,Laptop,Brand_99,18776.41,9579.35,2022-02-15,N
P-12985,Product_12985,Electronics,Laptop,Brand_10,37748.3,26795.24,2022-06-11,Y
P-12986,Product_12986,Grocery,Beverages,Brand_66,3670.04,2867.67,2023-07-07,N
P-12987,Product_12987,Fashion,Men,Brand_42,21697.5,13574.97,2023-02-07,Y
P-12988,Product_12988,Home,Decor,Brand_30,15536.51,8377.55,2023-06-23,N
P-12989,Product_12989,Grocery,Food,Brand_78,44162.33,32247.81,2022-04-20,N
P-12990,Product_12990,Grocery,Beverages,Brand_40,29062.59,19380.85,2024-05-30,N
P-12991,Product_12991,Grocery,Beverages,Brand_24,13492.87,6857.6,2024-07-02,Y
P-12992,Product_12992,Grocery,Food,Brand_81,20880.59,10597.07,2024-07-07,N
P-12993,Product_12993,Home,Furniture,Brand_79,28097.72,16972.07,2022-06-20,N
P-12994,Product_12994,Fashion,Kids,Brand_92,18947.49,14643.93,2023-06-19,Y
P-12995,Product_12995,Grocery,Beverages,Brand_47,20283.09,11259.06,2022-05-05,Y
P-12996,Product_12996,Grocery,Food,Brand_79,12474.45,8240.8,2023-05-31,N
P-12997,Product_12997,Electronics,Mobile,Brand_90,16412.27,9532.65,2024-01-01,Y
P-12998,Product_12998,Electronics,Mobile,Brand_85,30470.35,16302.46,2024-03-08,Y
P-12999,Product_12999,Electronics,Laptop,Brand_83,43021.29,27502.35,2023-05-30,Y
P-13000,Product_13000,Grocery,Food,Brand_80,25448.76,14230.35,2024-12-16,Y
P-13001,Product_13001,Electronics,Laptop,Brand_69,40259.12,25100.64,2023-04-29,N
P-13002,Product_13002,Electronics,Mobile,Brand_49,36524.8,18427.05,2024-04-30,Y
P-13003,Product_13003,Electronics,Laptop,Brand_83,24366.99,12697.19,2023-05-02,Y
P-13004,Product_13004,Electronics,Mobile,Brand_98,38508.89,26782.1,2023-12-16,N
P-13005,Product_13005,Home,Decor,Brand_80,15215.33,8345.5,2022-11-22,Y
P-13006,Product_13006,Home,Decor,Brand_27,42790.04,34158.63,2024-02-26,N
P-13007,Product_13007,Home,Furniture,Brand_87,49398.86,33111.52,2022-01-08,N
P-13008,Product_13008,Electronics,Laptop,Brand_36,49878.93,38290.76,2023-12-25,N
P-13009,Product_13009,Electronics,Mobile,Brand_89,40003.61,31064.81,2024-04-01,Y
P-13010,Product_13010,Electronics,Mobile,Brand_7,7010.0,5523.01,2022-02-21,N
P-13011,Product_13011,Grocery,Food,Brand_1,11212.41,8586.8,2024-07-17,Y
P-13012,Product_13012,Electronics,Accessories,Brand_13,27144.87,16577.81,2022-06-22,Y
P-13013,Product_13013,Electronics,Mobile,Brand_85,46582.18,26864.69,2024-07-26,N
P-13014,Product_13014,Fashion,Kids,Brand_62,34034.67,20057.15,2023-04-13,N
P-13015,Product_13015,Electronics,Accessories,Brand_75,24325.98,17999.46,2022-11-17,Y
P-13016,Product_13016,Grocery,Food,Brand_62,43003.68,31156.64,2024-03-11,Y
P-13017,Product_13017,Electronics,Laptop,Brand_73,11377.7,5723.48,2023-09-13,Y
P-13018,Product_13018,Fashion,Women,Brand_59,28874.35,22493.88,2023-06-29,N
P-13019,Product_13019,Home,Decor,Brand_19,33398.21,25615.94,2024-01-20,Y
P-13020,Product_13020,Electronics,Mobile,Brand_85,11929.5,8446.58,2024-07-01,Y
P-13021,Product_13021,Electronics,Mobile,Brand_35,11180.27,7212.78,2023-08-06,N
P-13022,Product_13022,Electronics,Mobile,Brand_76,39628.8,29497.79,2023-06-15,Y
P-13023,Product_13023,Electronics,Accessories,Brand_78,44649.33,26799.78,2022-11-20,N
P-13024,Product_13024,Electronics,Mobile,Brand_82,43465.54,30356.96,2022-12-19,Y
P-13025,Product_13025,Home,Decor,Brand_57,4982.67,2738.68,2023-06-23,N
P-13026,Product_13026,Fashion,Women,Brand_15,23644.51,12070.87,2024-02-15,N
P-13027,Product_13027,Home,Decor,Brand_72,13544.35,8148.97,2022-02-12,Y
P-13028,Product_13028,Fashion,Kids,Brand_68,39646.08,26922.01,2023-11-25,Y
P-13029,Product_13029,Fashion,Kids,Brand_56,3962.37,2069.69,2023-07-28,Y
P-13030,Product_13030,Fashion,Kids,Brand_87,860.45,565.34,2022-05-25,N
P-13031,Product_13031,Electronics,Laptop,Brand_31,9913.4,5150.72,2023-08-20,N
P-13032,Product_13032,Electronics,Accessories,Brand_92,10738.44,7500.77,2022-10-20,N
P-13033,Product_13033,Electronics,Mobile,Brand_38,3408.51,2197.95,2024-08-06,N
P-13034,Product_13034,Home,Furniture,Brand_23,27611.68,17180.23,2022-08-05,N
P-13035,Product_13035,Grocery,Beverages,Brand_74,25394.17,19426.26,2022-10-21,Y
P-13036,Product_13036,Grocery,Food,Brand_68,40960.2,25874.44,2022-08-14,N
P-13037,Product_13037,Grocery,Beverages,Brand_97,23721.48,13909.23,2022-08-12,N
P-13038,Product_13038,Home,Decor,Brand_34,35870.01,21586.73,2023-04-28,Y
P-13039,Product_13039,Grocery,Beverages,Brand_68,45669.8,31903.69,2023-04-20,Y
P-13040,Product_13040,Home,Furniture,Brand_62,40174.3,28509.75,2024-06-15,N
P-13041,Product_13041,Fashion,Kids,Brand_28,4953.08,3315.62,2022-06-18,N
P-13042,Product_13042,Grocery,Food,Brand_17,30211.69,17163.88,2022-06-23,N
P-13043,Product_13043,Grocery,Food,Brand_8,42811.25,33486.96,2022-07-30,Y
P-13044,Product_13044,Home,Decor,Brand_50,36400.41,19155.25,2022-12-09,N
P-13045,Product_13045,Electronics,Accessories,Brand_52,17589.64,9179.61,2023-08-23,N
P-13046,Product_13046,Electronics,Laptop,Brand_40,31117.48,16669.28,2024-09-05,Y
P-13047,Product_13047,Home,Decor,Brand_89,11950.11,7967.9,2022-09-14,Y
P-13048,Product_13048,Home,Furniture,Brand_88,10223.61,7023.05,2022-01-19,N
P-13049,Product_13049,Fashion,Men,Brand_80,28546.2,18996.91,2024-04-04,N
P-13050,Product_13050,Grocery,Beverages,Brand_34,11725.56,6218.84,2022-05-29,Y
P-13051,Product_13051,Fashion,Men,Brand_64,15944.74,11475.46,2022-02-07,N
P-13052,Product_13052,Grocery,Beverages,Brand_9,8293.71,5740.95,2023-02-27,N
P-13053,Product_13053,Grocery,Food,Brand_72,22610.92,14327.5,2023-09-13,N
P-13054,Product_13054,Grocery,Food,Brand_84,13094.3,6992.92,2023-08-29,N
P-13055,Product_13055,Electronics,Mobile,Brand_83,9349.51,7160.7,2024-04-24,N
P-13056,Product_13056,Home,Decor,Brand_72,36621.84,27874.42,2024-10-10,Y
P-13057,Product_13057,Fashion,Kids,Brand_100,22394.43,14172.66,2022-11-07,Y
P-13058,Product_13058,Fashion,Kids,Brand_58,521.95,276.4,2024-04-03,N
P-13059,Product_13059,Fashion,Women,Brand_23,17891.01,9063.14,2023-05-27,Y
P-13060,Product_13060,Fashion,Women,Brand_40,11741.59,6608.31,2023-06-18,N
P-13061,Product_13061,Home,Decor,Brand_10,13711.35,9615.0,2022-03-05,N
P-13062,Product_13062,Electronics,Mobile,Brand_15,43536.24,28878.9,2024-09-04,N
P-13063,Product_13063,Fashion,Kids,Brand_10,7169.41,3991.48,2022-03-09,Y
P-13064,Product_13064,Grocery,Food,Brand_28,48375.32,27873.87,2022-06-08,N
P-13065,Product_13065,Electronics,Laptop,Brand_37,2054.37,1639.96,2022-11-18,N
P-13066,Product_13066,Home,Decor,Brand_95,743.77,468.0,2024-12-17,Y
P-13067,Product_13067,Fashion,Kids,Brand_12,15244.62,10673.05,2024-04-24,Y
P-13068,Product_13068,Grocery,Food,Brand_82,907.86,533.82,2023-01-04,N
P-13069,Product_13069,Home,Decor,Brand_86,36155.9,18545.41,2023-12-14,Y
P-13070,Product_13070,Grocery,Beverages,Brand_36,21744.71,11162.65,2023-03-16,N
P-13071,Product_13071,Electronics,Accessories,Brand_86,23520.18,18396.37,2023-05-20,Y
P-13072,Product_13072,Electronics,Accessories,Brand_34,7218.44,4486.15,2024-03-28,Y
P-13073,Product_13073,Grocery,Beverages,Brand_79,12525.22,9574.27,2022-11-03,N
P-13074,Product_13074,Grocery,Food,Brand_18,33385.49,25011.81,2022-08-22,Y
P-13075,Product_13075,Fashion,Women,Brand_77,18543.05,11634.86,2024-07-01,N
P-13076,Product_13076,Fashion,Women,Brand_45,22925.88,14750.88,2022-10-29,Y
P-13077,Product_13077,Home,Furniture,Brand_80,29872.44,19561.13,2024-05-04,Y
P-13078,Product_13078,Fashion,Kids,Brand_91,43130.92,27160.89,2024-08-17,Y
P-13079,Product_13079,Grocery,Food,Brand_54,15763.05,8664.21,2022-05-28,Y
P-13080,Product_13080,Grocery,Beverages,Brand_78,31412.44,24434.58,2023-03-14,N
P-13081,Product_13081,Home,Furniture,Brand_2,23461.78,15629.44,2023-09-13,N
P-13082,Product_13082,Fashion,Men,Brand_22,24192.67,12512.22,2022-10-14,Y
P-13083,Product_13083,Home,Decor,Brand_26,10101.74,5990.9,2024-09-30,Y
P-13084,Product_13084,Home,Decor,Brand_99,26657.0,20735.49,2022-11-24,Y
P-13085,Product_13085,Home,Decor,Brand_31,18832.67,11470.67,2023-03-05,Y
P-13086,Product_13086,Home,Furniture,Brand_54,14671.96,11556.76,2022-02-21,N
P-13087,Product_13087,Fashion,Kids,Brand_94,11287.53,6147.47,2024-08-19,N
P-13088,Product_13088,Electronics,Laptop,Brand_3,47141.17,24082.1,2023-08-08,Y
P-13089,Product_13089,Grocery,Beverages,Brand_56,29333.04,23433.94,2024-05-19,N
P-13090,Product_13090,Home,Furniture,Brand_88,20133.98,12153.53,2023-12-15,N
P-13091,Product_13091,Grocery,Food,Brand_15,30233.92,22571.78,2023-10-15,N
P-13092,Product_13092,Electronics,Mobile,Brand_20,25948.38,18603.11,2022-09-28,N
P-13093,Product_13093,Fashion,Kids,Brand_12,40651.92,30265.28,2024-05-18,Y
P-13094,Product_13094,Grocery,Beverages,Brand_40,45248.7,32393.47,2024-11-08,N
P-13095,Product_13095,Electronics,Mobile,Brand_51,29528.04,22526.9,2023-02-07,Y
P-13096,Product_13096,Fashion,Men,Brand_45,23577.08,16146.58,2024-08-10,Y
P-13097,Product_13097,Grocery,Food,Brand_32,29310.19,14876.89,2022-04-05,Y
P-13098,Product_13098,Electronics,Accessories,Brand_2,18441.1,12628.06,2023-01-26,Y
P-13099,Product_13099,Fashion,Kids,Brand_69,39258.96,29273.95,2023-07-31,Y
P-13100,Product_13100,Electronics,Laptop,Brand_53,40177.51,31255.81,2023-06-14,N
P-13101,Product_13101,Home,Decor,Brand_4,34137.07,22041.95,2024-11-08,N
P-13102,Product_13102,Home,Decor,Brand_43,6589.73,4805.22,2024-06-21,Y
P-13103,Product_13103,Electronics,Mobile,Brand_74,8840.03,4741.1,2023-06-08,N
P-13104,Product_13104,Grocery,Food,Brand_88,40811.59,23671.45,2023-01-19,N
P-13105,Product_13105,Fashion,Women,Brand_96,34574.83,22867.19,2023-08-25,Y
P-13106,Product_13106,Fashion,Women,Brand_64,44139.36,25209.29,2022-08-06,N
P-13107,Product_13107,Electronics,Laptop,Brand_80,29164.08,20755.82,2023-08-29,Y
P-13108,Product_13108,Fashion,Women,Brand_3,10173.62,7916.38,2023-01-10,Y
P-13109,Product_13109,Fashion,Women,Brand_89,6124.08,3186.29,2022-12-27,N
P-13110,Product_13110,Home,Decor,Brand_58,25714.87,15698.67,2022-02-05,N
P-13111,Product_13111,Home,Decor,Brand_39,32393.78,24185.3,2024-09-17,Y
P-13112,Product_13112,Grocery,Beverages,Brand_50,31973.99,19068.17,2023-10-20,N
P-13113,Product_13113,Grocery,Beverages,Brand_47,3938.86,2511.54,2024-03-05,N
P-13114,Product_13114,Fashion,Kids,Brand_22,35221.34,27052.81,2022-01-09,N
P-13115,Product_13115,Home,Decor,Brand_44,19621.53,10711.8,2022-06-01,N
P-13116,Product_13116,Electronics,Mobile,Brand_94,28855.85,20750.64,2024-03-05,N
P-13117,Product_13117,Fashion,Kids,Brand_79,2255.74,1708.58,2022-02-13,Y
P-13118,Product_13118,Home,Furniture,Brand_4,42661.86,32176.76,2024-07-23,N
P-13119,Product_13119,Grocery,Food,Brand_2,32554.38,19420.08,2023-08-21,Y
P-13120,Product_13120,Electronics,Mobile,Brand_89,25325.02,13161.41,2024-12-13,Y
P-13121,Product_13121,Fashion,Women,Brand_66,10148.82,8100.96,2024-06-02,N
P-13122,Product_13122,Electronics,Laptop,Brand_58,5649.75,3209.02,2023-11-24,Y
P-13123,Product_13123,Grocery,Beverages,Brand_62,15718.12,11784.61,2023-04-09,Y
P-13124,Product_13124,Fashion,Women,Brand_45,34979.83,23389.4,2023-03-28,N
P-13125,Product_13125,Grocery,Food,Brand_55,2065.44,1512.17,2023-07-26,Y
P-13126,Product_13126,Electronics,Accessories,Brand_96,18409.65,12091.2,2022-05-19,N
P-13127,Product_13127,Electronics,Accessories,Brand_36,37604.53,21392.91,2022-08-30,Y
P-13128,Product_13128,Grocery,Beverages,Brand_52,46691.23,25970.03,2024-05-08,N
P-13129,Product_13129,Fashion,Women,Brand_60,29470.45,15707.23,2024-07-15,N
P-13130,Product_13130,Grocery,Beverages,Brand_35,48336.29,31397.92,2022-01-11,Y
P-13131,Product_13131,Home,Furniture,Brand_6,29054.13,22186.11,2023-06-25,Y
P-13132,Product_13132,Grocery,Beverages,Brand_68,23446.57,18709.8,2022-12-02,Y
P-13133,Product_13133,Fashion,Men,Brand_44,37110.43,21492.01,2023-01-29,Y
P-13134,Product_13134,Fashion,Men,Brand_85,32529.07,17122.94,2023-03-23,N
P-13135,Product_13135,Grocery,Food,Brand_76,33049.45,24908.27,2022-04-22,N
P-13136,Product_13136,Electronics,Laptop,Brand_35,13512.32,8209.25,2023-02-28,N
P-13137,Product_13137,Grocery,Beverages,Brand_49,42864.8,29992.11,2023-12-22,Y
P-13138,Product_13138,Fashion,Men,Brand_83,34508.04,24394.54,2024-05-14,N
P-13139,Product_13139,Electronics,Mobile,Brand_56,22265.67,13974.17,2023-01-20,N
P-13140,Product_13140,Fashion,Women,Brand_50,12685.57,9168.72,2022-11-23,N
P-13141,Product_13141,Home,Furniture,Brand_23,22004.95,14022.19,2024-01-09,Y
P-13142,Product_13142,Grocery,Beverages,Brand_91,13638.12,10827.35,2024-12-08,Y
P-13143,Product_13143,Home,Decor,Brand_96,11846.72,6466.78,2023-10-04,N
P-13144,Product_13144,Home,Decor,Brand_80,24072.16,15198.3,2023-02-24,Y
P-13145,Product_13145,Fashion,Kids,Brand_13,36644.24,20753.44,2023-08-31,N
P-13146,Product_13146,Fashion,Men,Brand_49,16051.9,8251.41,2023-01-28,N
P-13147,Product_13147,Electronics,Laptop,Brand_63,11799.47,7397.7,2022-01-10,Y
P-13148,Product_13148,Grocery,Food,Brand_60,24794.99,15444.49,2022-10-26,N
P-13149,Product_13149,Grocery,Beverages,Brand_43,19959.07,12840.51,2023-06-08,N
P-13150,Product_13150,Grocery,Food,Brand_84,35200.18,25864.59,2024-09-05,N
P-13151,Product_13151,Electronics,Accessories,Brand_44,846.58,624.37,2023-09-15,N
P-13152,Product_13152,Electronics,Mobile,Brand_87,44883.33,29443.68,2022-12-24,N
P-13153,Product_13153,Home,Decor,Brand_2,40624.06,29989.68,2023-02-07,N
P-13154,Product_13154,Grocery,Food,Brand_27,6138.84,3950.1,2022-10-06,N
P-13155,Product_13155,Grocery,Beverages,Brand_65,33055.09,23062.35,2023-03-11,N
P-13156,Product_13156,Grocery,Beverages,Brand_18,15209.57,8945.17,2023-06-09,Y
P-13157,Product_13157,Grocery,Beverages,Brand_10,1292.92,718.74,2022-03-17,N
P-13158,Product_13158,Grocery,Food,Brand_95,35610.11,20717.44,2022-01-15,N
P-13159,Product_13159,Grocery,Food,Brand_86,22340.13,12272.78,2024-04-25,N
P-13160,Product_13160,Electronics,Accessories,Brand_18,22486.43,13989.99,2024-05-30,Y
P-13161,Product_13161,Electronics,Mobile,Brand_49,36415.17,21966.19,2022-09-01,Y
P-13162,Product_13162,Home,Decor,Brand_68,26453.38,19343.32,2024-02-16,N
P-13163,Product_13163,Fashion,Kids,Brand_37,25331.53,12964.21,2022-05-28,Y
P-13164,Product_13164,Grocery,Beverages,Brand_21,45690.34,24584.96,2024-09-07,Y
P-13165,Product_13165,Electronics,Laptop,Brand_34,39174.35,23790.47,2023-09-05,N
P-13166,Product_13166,Home,Decor,Brand_31,41395.88,29643.74,2023-08-03,Y
P-13167,Product_13167,Fashion,Men,Brand_33,35759.94,27891.58,2022-01-23,N
P-13168,Product_13168,Electronics,Laptop,Brand_31,43494.34,34001.48,2023-04-22,Y
P-13169,Product_13169,Grocery,Food,Brand_60,12146.31,6901.08,2024-05-20,Y
P-13170,Product_13170,Fashion,Men,Brand_100,43219.22,34364.41,2022-09-04,Y
P-13171,Product_13171,Electronics,Accessories,Brand_95,32063.65,23760.07,2023-03-30,Y
P-13172,Product_13172,Grocery,Beverages,Brand_9,14744.79,10969.78,2024-09-14,N
P-13173,Product_13173,Electronics,Laptop,Brand_73,34245.01,25690.81,2023-12-22,Y
P-13174,Product_13174,Electronics,Mobile,Brand_79,7769.19,5479.42,2024-12-16,N
P-13175,Product_13175,Home,Furniture,Brand_95,37648.15,18934.19,2024-05-21,Y
P-13176,Product_13176,Grocery,Food,Brand_23,7876.31,4961.24,2023-11-15,N
P-13177,Product_13177,Fashion,Kids,Brand_84,38422.35,26836.68,2022-07-11,N
P-13178,Product_13178,Electronics,Mobile,Brand_33,9613.07,6602.48,2023-01-11,Y
P-13179,Product_13179,Grocery,Beverages,Brand_40,12987.49,8466.16,2024-07-08,N
P-13180,Product_13180,Electronics,Accessories,Brand_2,44275.4,31743.52,2023-07-25,Y
P-13181,Product_13181,Home,Furniture,Brand_14,35297.22,20234.33,2022-02-20,N
P-13182,Product_13182,Fashion,Men,Brand_30,33295.62,26304.25,2023-04-14,Y
P-13183,Product_13183,Electronics,Laptop,Brand_66,13088.98,8968.61,2022-07-02,Y
P-13184,Product_13184,Fashion,Kids,Brand_67,35195.46,17781.88,2024-03-04,N
P-13185,Product_13185,Home,Furniture,Brand_77,6789.27,3622.01,2024-02-01,N
P-13186,Product_13186,Home,Furniture,Brand_45,10880.47,6033.78,2024-08-15,N
P-13187,Product_13187,Grocery,Food,Brand_86,2257.83,1669.55,2024-01-22,Y
P-13188,Product_13188,Home,Furniture,Brand_80,47616.85,31374.67,2022-09-05,N
P-13189,Product_13189,Home,Decor,Brand_73,16079.01,8264.97,2023-11-23,Y
P-13190,Product_13190,Electronics,Mobile,Brand_59,38562.13,19943.2,2022-07-25,N
P-13191,Product_13191,Fashion,Men,Brand_34,42486.24,29579.52,2023-10-06,Y
P-13192,Product_13192,Electronics,Laptop,Brand_14,34020.48,19334.26,2022-02-16,N
P-13193,Product_13193,Grocery,Beverages,Brand_26,24915.12,14932.35,2024-02-27,N
P-13194,Product_13194,Fashion,Women,Brand_14,21795.59,16628.76,2023-03-29,Y
P-13195,Product_13195,Electronics,Mobile,Brand_100,2704.98,1999.26,2022-05-11,Y
P-13196,Product_13196,Grocery,Beverages,Brand_65,3623.77,2279.32,2023-04-14,Y
P-13197,Product_13197,Fashion,Kids,Brand_99,40857.67,30530.39,2022-04-28,N
P-13198,Product_13198,Fashion,Men,Brand_73,17080.58,11729.38,2022-10-28,Y
P-13199,Product_13199,Grocery,Beverages,Brand_54,23908.35,15347.45,2024-11-28,Y
P-13200,Product_13200,Home,Decor,Brand_73,8571.84,4305.47,2022-06-22,Y
P-13201,Product_13201,Grocery,Food,Brand_13,5944.18,3770.75,2024-09-16,N
P-13202,Product_13202,Home,Decor,Brand_76,41981.7,23293.98,2023-04-01,N
P-13203,Product_13203,Electronics,Laptop,Brand_59,802.95,472.75,2023-07-16,N
P-13204,Product_13204,Home,Furniture,Brand_100,23887.4,15403.91,2024-10-04,N
P-13205,Product_13205,Home,Decor,Brand_73,34483.39,20905.9,2023-08-15,Y
P-13206,Product_13206,Grocery,Beverages,Brand_82,19839.89,14556.51,2022-02-05,Y
P-13207,Product_13207,Grocery,Beverages,Brand_21,8001.8,5599.94,2022-11-13,N
P-13208,Product_13208,Fashion,Kids,Brand_30,21278.99,11145.91,2024-12-15,Y
P-13209,Product_13209,Electronics,Laptop,Brand_62,16278.59,8922.63,2022-03-20,N
P-13210,Product_13210,Electronics,Mobile,Brand_81,1281.75,1015.22,2022-04-25,Y
P-13211,Product_13211,Home,Decor,Brand_91,23596.74,13277.03,2022-07-04,N
P-13212,Product_13212,Home,Decor,Brand_44,23483.52,12963.98,2024-12-30,N
P-13213,Product_13213,Fashion,Women,Brand_10,23493.9,15044.99,2022-01-11,Y
P-13214,Product_13214,Home,Furniture,Brand_77,6547.63,5213.54,2023-09-23,N
P-13215,Product_13215,Home,Decor,Brand_65,14593.02,10220.86,2022-05-11,N
P-13216,Product_13216,Grocery,Beverages,Brand_88,25634.5,14197.16,2023-08-23,N
P-13217,Product_13217,Home,Decor,Brand_73,35175.72,21830.93,2023-11-23,Y
P-13218,Product_13218,Fashion,Men,Brand_42,49867.82,29087.57,2024-04-14,N
P-13219,Product_13219,Grocery,Beverages,Brand_64,2700.37,1922.22,2023-09-05,Y
P-13220,Product_13220,Home,Furniture,Brand_73,47186.76,34158.62,2023-02-06,N
P-13221,Product_13221,Fashion,Men,Brand_91,4520.67,2918.42,2024-06-29,N
P-13222,Product_13222,Home,Decor,Brand_73,14548.86,8387.84,2022-03-05,Y
P-13223,Product_13223,Home,Decor,Brand_20,9062.37,6156.76,2023-05-14,N
P-13224,Product_13224,Fashion,Kids,Brand_87,33006.6,22636.6,2024-04-12,N
P-13225,Product_13225,Grocery,Beverages,Brand_29,28919.09,21719.34,2022-11-06,N
P-13226,Product_13226,Grocery,Food,Brand_39,19826.01,12979.59,2024-12-26,N
P-13227,Product_13227,Home,Furniture,Brand_40,43524.98,24888.75,2023-05-15,N
P-13228,Product_13228,Electronics,Laptop,Brand_30,13405.12,9555.99,2024-09-17,Y
P-13229,Product_13229,Home,Furniture,Brand_98,37536.99,24473.9,2024-07-07,Y
P-13230,Product_13230,Electronics,Accessories,Brand_47,31326.6,21139.61,2023-05-01,N
P-13231,Product_13231,Electronics,Accessories,Brand_54,48137.66,28712.62,2024-06-01,N
P-13232,Product_13232,Electronics,Accessories,Brand_41,39880.41,26470.26,2022-10-29,N
P-13233,Product_13233,Grocery,Food,Brand_28,23763.11,15839.1,2022-04-26,N
P-13234,Product_13234,Electronics,Accessories,Brand_43,2509.29,1613.92,2024-12-08,Y
P-13235,Product_13235,Fashion,Kids,Brand_42,36864.47,23322.61,2022-10-17,Y
P-13236,Product_13236,Home,Furniture,Brand_86,14290.25,9124.1,2024-11-09,Y
P-13237,Product_13237,Home,Decor,Brand_84,22468.29,15766.68,2024-11-03,Y
P-13238,Product_13238,Electronics,Accessories,Brand_50,12439.13,8432.01,2024-05-06,N
P-13239,Product_13239,Home,Decor,Brand_83,32118.53,24709.12,2022-07-20,N
P-13240,Product_13240,Home,Furniture,Brand_53,20145.44,13034.17,2022-02-13,N
P-13241,Product_13241,Home,Furniture,Brand_36,22673.73,11442.97,2024-05-12,N
P-13242,Product_13242,Grocery,Beverages,Brand_33,32804.03,24065.2,2024-06-23,Y
P-13243,Product_13243,Home,Furniture,Brand_97,28676.1,18391.26,2024-03-23,N
P-13244,Product_13244,Fashion,Kids,Brand_72,40159.1,26430.99,2023-01-19,N
P-13245,Product_13245,Electronics,Mobile,Brand_14,26472.35,19336.76,2022-01-09,Y
P-13246,Product_13246,Grocery,Food,Brand_30,24727.83,17792.37,2024-10-11,N
P-13247,Product_13247,Home,Furniture,Brand_93,621.86,420.45,2024-07-03,Y
P-13248,Product_13248,Grocery,Food,Brand_93,10965.77,7250.35,2024-10-26,Y
P-13249,Product_13249,Fashion,Kids,Brand_91,49200.21,38898.82,2024-07-15,N
P-13250,Product_13250,Home,Furniture,Brand_25,11683.05,6683.9,2023-12-21,Y
P-13251,Product_13251,Electronics,Laptop,Brand_69,35613.37,25092.6,2023-01-10,Y
P-13252,Product_13252,Electronics,Laptop,Brand_69,24001.11,18509.3,2023-01-29,N
P-13253,Product_13253,Grocery,Beverages,Brand_55,46878.42,26718.22,2023-03-11,Y
P-13254,Product_13254,Electronics,Accessories,Brand_3,24665.7,17403.48,2023-05-10,N
P-13255,Product_13255,Electronics,Accessories,Brand_58,32343.99,18802.0,2022-02-12,N
P-13256,Product_13256,Fashion,Kids,Brand_13,9782.53,7556.13,2023-11-29,N
P-13257,Product_13257,Fashion,Men,Brand_45,13877.32,10969.29,2023-10-21,N
P-13258,Product_13258,Fashion,Men,Brand_37,41603.18,32926.58,2022-02-06,Y
P-13259,Product_13259,Electronics,Mobile,Brand_7,2033.44,1085.21,2022-05-03,N
P-13260,Product_13260,Electronics,Mobile,Brand_57,12714.12,7563.1,2022-02-14,Y
P-13261,Product_13261,Home,Furniture,Brand_14,5927.63,4421.62,2024-01-16,Y
P-13262,Product_13262,Electronics,Mobile,Brand_36,35899.87,28395.76,2024-04-26,N
P-13263,Product_13263,Electronics,Laptop,Brand_96,9142.71,5893.92,2023-12-17,Y
P-13264,Product_13264,Home,Furniture,Brand_9,26513.79,20631.14,2022-05-11,N
P-13265,Product_13265,Fashion,Kids,Brand_82,10901.48,8022.23,2023-04-11,N
P-13266,Product_13266,Grocery,Beverages,Brand_13,10176.02,6984.76,2022-11-02,Y
P-13267,Product_13267,Electronics,Accessories,Brand_42,48002.95,34715.69,2023-06-05,N
P-13268,Product_13268,Home,Furniture,Brand_90,35688.81,18556.0,2024-09-26,N
P-13269,Product_13269,Fashion,Women,Brand_12,780.77,509.45,2023-03-24,Y
P-13270,Product_13270,Electronics,Laptop,Brand_33,48221.42,28808.16,2022-07-04,Y
P-13271,Product_13271,Fashion,Women,Brand_78,33776.95,18232.01,2024-03-21,N
P-13272,Product_13272,Grocery,Food,Brand_70,23254.26,17700.99,2024-11-20,N
P-13273,Product_13273,Home,Furniture,Brand_7,22777.22,12727.69,2024-12-17,Y
P-13274,Product_13274,Grocery,Beverages,Brand_17,41752.32,23157.42,2024-04-17,Y
P-13275,Product_13275,Home,Furniture,Brand_77,4074.65,2406.93,2024-08-04,N
P-13276,Product_13276,Fashion,Kids,Brand_36,10812.11,7319.08,2024-03-15,N
P-13277,Product_13277,Home,Decor,Brand_17,33190.7,21633.95,2022-10-09,Y
P-13278,Product_13278,Fashion,Kids,Brand_36,7907.64,4062.06,2022-03-09,Y
P-13279,Product_13279,Electronics,Mobile,Brand_18,8134.8,4903.1,2022-06-14,N
P-13280,Product_13280,Electronics,Laptop,Brand_96,47180.45,33017.08,2022-04-22,Y
P-13281,Product_13281,Fashion,Kids,Brand_74,12592.27,7891.96,2023-12-27,N
P-13282,Product_13282,Electronics,Mobile,Brand_49,9708.75,6566.78,2022-05-09,Y
P-13283,Product_13283,Electronics,Laptop,Brand_22,17923.5,11163.14,2024-02-18,Y
P-13284,Product_13284,Fashion,Men,Brand_70,38694.29,20736.45,2022-01-12,Y
P-13285,Product_13285,Electronics,Mobile,Brand_23,6089.34,4083.65,2022-03-30,N
P-13286,Product_13286,Home,Furniture,Brand_65,44634.34,32337.67,2023-01-06,Y
P-13287,Product_13287,Grocery,Food,Brand_6,24599.11,14742.69,2022-01-30,N
